1.000000e+00, 0.000000e+00, 1.373595e+00
9.979867e-01, 6.342392e-02, 1.319661e+00
9.919548e-01, 1.265925e-01, 1.255121e+00
9.819287e-01, 1.892512e-01, 1.178111e+00
9.679487e-01, 2.511480e-01, 1.086135e+00
9.500711e-01, 3.120334e-01, 9.757825e-01
9.283679e-01, 3.716625e-01, 8.423431e-01
9.029265e-01, 4.297949e-01, 6.795140e-01
8.738494e-01, 4.861967e-01, 4.805521e-01
8.412535e-01, 5.406408e-01, 2.487762e-01
8.052703e-01, 5.929079e-01, 4.906446e-02
7.660444e-01, 6.427876e-01, 5.544980e-02
7.237340e-01, 6.900790e-01, 2.579764e-01
6.785094e-01, 7.345917e-01, 4.846811e-01
6.305527e-01, 7.761465e-01, 6.771799e-01
5.800569e-01, 8.145760e-01, 8.334743e-01
5.272255e-01, 8.497254e-01, 9.602750e-01
4.722711e-01, 8.814534e-01, 1.063649e+00
4.154150e-01, 9.096320e-01, 1.148058e+00
3.568862e-01, 9.341479e-01, 1.216672e+00
2.969204e-01, 9.549022e-01, 1.271746e+00
2.357589e-01, 9.718116e-01, 1.314888e+00
1.736482e-01, 9.848078e-01, 1.347246e+00
1.108382e-01, 9.938385e-01, 1.369627e+00
4.758192e-02, 9.988673e-01, 1.382573e+00
-1.586596e-02, 9.998741e-01, 1.386411e+00
-7.924996e-02, 9.968548e-01, 1.381287e+00
-1.423148e-01, 9.898214e-01, 1.367179e+00
-2.048067e-01, 9.788024e-01, 1.343908e+00
-2.664738e-01, 9.638422e-01, 1.311137e+00
-3.270680e-01, 9.450008e-01, 1.268375e+00
-3.863451e-01, 9.223543e-01, 1.214981e+00
-4.440666e-01, 8.959938e-01, 1.150214e+00
-5.000000e-01, 8.660254e-01, 1.073356e+00
-5.539201e-01, 8.325699e-01, 9.840686e-01
-6.056097e-01, 7.957618e-01, 8.832737e-01
-6.548607e-01, 7.557496e-01, 7.751863e-01
-7.014749e-01, 7.126942e-01, 6.712352e-01
-7.452644e-01, 6.667690e-01, 5.942669e-01
-7.860531e-01, 6.181590e-01, 5.730791e-01
-8.236766e-01, 5.670599e-01, 6.188533e-01
-8.579834e-01, 5.136774e-01, 7.124635e-01
-8.888354e-01, 4.582265e-01, 8.252474e-01
-9.161085e-01, 4.009305e-01, 9.380783e-01
-9.396926e-01, 3.420201e-01, 1.042345e+00
-9.594930e-01, 2.817326e-01, 1.135285e+00
-9.754298e-01, 2.203105e-01, 1.216662e+00
-9.874389e-01, 1.580014e-01, 1.287170e+00
-9.954719e-01, 9.505604e-02, 1.347765e+00
-9.994965e-01, 3.172793e-02, 1.399403e+00
-9.994965e-01, -3.172793e-02, 1.442955e+00
-9.954719e-01, -9.505604e-02, 1.479186e+00
-9.874389e-01, -1.580014e-01, 1.508765e+00
-9.754298e-01, -2.203105e-01, 1.532273e+00
-9.594930e-01, -2.817326e-01, 1.550224e+00
-9.396926e-01, -3.420201e-01, 1.563080e+00
-9.161085e-01, -4.009305e-01, 1.571263e+00
-8.888354e-01, -4.582265e-01, 1.575169e+00
-8.579834e-01, -5.136774e-01, 1.575178e+00
-8.236766e-01, -5.670599e-01, 1.571663e+00
-7.860531e-01, -6.181590e-01, 1.564999e+00
-7.452644e-01, -6.667690e-01, 1.555569e+00
-7.014749e-01, -7.126942e-01, 1.543774e+00
-6.548607e-01, -7.557496e-01, 1.530031e+00
-6.056097e-01, -7.957618e-01, 1.514783e+00
-5.539201e-01, -8.325699e-01, 1.498496e+00
-5.000000e-01, -8.660254e-01, 1.481659e+00
-4.440666e-01, -8.959938e-01, 1.464780e+00
-3.863451e-01, -9.223543e-01, 1.448378e+00
-3.270680e-01, -9.450008e-01, 1.432970e+00
-2.664738e-01, -9.638422e-01, 1.419058e+00
-2.048067e-01, -9.788024e-01, 1.407110e+00
-1.423148e-01, -9.898214e-01, 1.397540e+00
-7.924996e-02, -9.968548e-01, 1.390685e+00
-1.586596e-02, -9.998741e-01, 1.386788e+00
4.758192e-02, -9.988673e-01, 1.385982e+00
1.108382e-01, -9.938385e-01, 1.388279e+00
1.736482e-01, -9.848078e-01, 1.393569e+00
2.357589e-01, -9.718116e-01, 1.401624e+00
2.969204e-01, -9.549022e-01, 1.412115e+00
3.568862e-01, -9.341479e-01, 1.424624e+00
4.154150e-01, -9.096320e-01, 1.438668e+00
4.722711e-01, -8.814534e-01, 1.453724e+00
5.272255e-01, -8.497254e-01, 1.469244e+00
5.800569e-01, -8.145760e-01, 1.484680e+00
6.305527e-01, -7.761465e-01, 1.499488e+00
6.785094e-01, -7.345917e-01, 1.513146e+00
7.237340e-01, -6.900790e-01, 1.525153e+00
7.660444e-01, -6.427876e-01, 1.535033e+00
8.052703e-01, -5.929079e-01, 1.542331e+00
8.412535e-01, -5.406408e-01, 1.546613e+00
8.738494e-01, -4.861967e-01, 1.547451e+00
9.029265e-01, -4.297949e-01, 1.544422e+00
9.283679e-01, -3.716625e-01, 1.537095e+00
9.500711e-01, -3.120334e-01, 1.525014e+00
9.679487e-01, -2.511480e-01, 1.507691e+00
9.819287e-01, -1.892512e-01, 1.484576e+00
9.919548e-01, -1.265925e-01, 1.455043e+00
9.979867e-01, -6.342392e-02, 1.418349e+00
1.000000e+00, -2.449294e-16, 1.373595e+00
