-5.000000e-01, -5.000000e-01, 1.200785e+00
-4.809193e-01, -4.821118e-01, 1.166266e+00
-4.608409e-01, -4.626687e-01, 1.128660e+00
-4.397204e-01, -4.415204e-01, 1.087590e+00
-4.175148e-01, -4.185012e-01, 1.042626e+00
-3.941843e-01, -3.934297e-01, 9.932805e-01
-3.696953e-01, -3.661113e-01, 9.390186e-01
-3.440252e-01, -3.363442e-01, 8.792851e-01
-3.171703e-01, -3.039348e-01, 8.135850e-01
-2.891588e-01, -2.687303e-01, 7.416620e-01
-2.600717e-01, -2.306844e-01, 6.638741e-01
-2.300744e-01, -1.899832e-01, 5.818940e-01
-1.994572e-01, -1.472605e-01, 4.997610e-01
-1.686611e-01, -1.038855e-01, 4.246579e-01
-1.382154e-01, -6.210929e-02, 3.654589e-01
-1.085006e-01, -2.458062e-02, 3.276334e-01
-7.943770e-02, 6.882678e-03, 3.090043e-01
-5.045310e-02, 3.209993e-02, 3.023841e-01
-2.075591e-02, 5.204370e-02, 3.009171e-01
1.041868e-02, 6.797019e-02, 3.000807e-01
4.373778e-02, 8.098513e-02, 2.971575e-01
7.978300e-02, 9.197803e-02, 2.903784e-01
1.190692e-01, 1.016929e-01, 2.784187e-01
1.620370e-01, 1.108346e-01, 2.602604e-01
2.089975e-01, 1.201963e-01, 2.354096e-01
2.599959e-01, 1.308168e-01, 2.045314e-01
3.145589e-01, 1.441597e-01, 1.704087e-01
3.713664e-01, 1.621941e-01, 1.382485e-01
4.281805e-01, 1.870547e-01, 1.132864e-01
4.826329e-01, 2.200636e-01, 9.643693e-02
5.335831e-01, 2.609213e-01, 8.427391e-02
5.814362e-01, 3.082171e-01, 7.357079e-02
6.272171e-01, 3.605492e-01, 6.326100e-02
6.717824e-01, 4.170390e-01, 5.343599e-02
7.156388e-01, 4.772762e-01, 4.437443e-02
7.590566e-01, 5.411169e-01, 3.626842e-02
7.967055e-01, 6.043677e-01, 2.669032e-02
7.780181e-01, 6.180052e-01, 2.107849e-02
7.894469e-01, 6.129072e-01, 1.857294e-02
7.848342e-01, 6.180626e-01, 1.815313e-02
7.873720e-01, 6.164782e-01, 1.782612e-02
7.868793e-01, 6.171070e-01, 1.781694e-02
7.870888e-01, 6.168397e-01, 1.781527e-02
7.869998e-01, 6.169532e-01, 1.781497e-02
7.870376e-01, 6.169050e-01, 1.781492e-02
7.870216e-01, 6.169255e-01, 1.781491e-02
7.870284e-01, 6.169168e-01, 1.781491e-02
7.870255e-01, 6.169205e-01, 1.781491e-02
7.870267e-01, 6.169189e-01, 1.781491e-02
7.870262e-01, 6.169196e-01, 1.781491e-02
7.870264e-01, 6.169193e-01, 1.781491e-02
